Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2021-05-14 18:04:56,false,"Toronto Cycling","3.98","124","00:20:15","100","119","--","--","11.8","24.6","--","6","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","20:14.71","1","0.0","00:15:36","00:20:15","75","81"
Running,2021-05-14 08:01:04,false,"Toronto Running","1.84","82","00:25:53","76","94","8","150","14:04","2:29","3","8","8.51","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","25:53.06","1","0.0","00:06:50","00:25:53","75","82"
Running,2021-05-13 17:19:08,false,"Toronto Running","4.32","302","00:25:26","136","149","147","176","5:53","0:16","5","6","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","25:26.01","1","0.0","00:22:36","00:25:26","75","84"
Running,2021-05-12 17:40:42,false,"Toronto Running","10.01","751","00:54:24","152","169","162","182","5:26","4:23","98","163","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","54:23.56","1","0.0","00:51:31","01:00:21","75","234"
Running,2021-05-12 17:12:25,false,"Toronto Running","3.86","287","00:20:56","149","173","150","180","5:25","4:06","3","6","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","20:55.67","1","0.0","00:19:00","00:22:09","73","81"
Running,2021-05-12 07:39:50,false,"Toronto Running","4.12","289","00:19:13","160","184","173","194","4:40","3:41","57","59","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:13.20","1","0.0","00:19:11","00:19:13","75","114"
Cycling,2021-05-11 17:26:12,false,"Toronto Cycling","3.96","153","00:24:21","103","118","--","--","9.8","27.1","57","40","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","24:20.96","1","0.0","00:15:02","00:24:21","75","132"
Running,2021-05-11 07:52:40,false,"Toronto Running","2.49","179","00:13:10","147","156","160","174","5:18","4:35","3","5","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:10.33","1","0.0","00:12:51","00:13:10","75","80"
Running,2021-05-10 18:16:39,false,"Toronto Running","8.24","612","00:42:04","156","172","165","182","5:06","4:05","6","9","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","42:03.73","1","0.0","00:40:26","00:42:04","75","100"
Running,2021-05-09 07:41:52,false,"Toronto Running","8.17","590","00:39:23","160","182","171","184","4:49","4:06","10","12","1.22","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","39:22.75","1","0.0","00:38:53","00:39:23","75","110"
Running,2021-05-08 08:08:53,false,"Toronto Running","3.51","238","00:17:41","143","169","165","229","5:02","4:18","5","6","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:40.84","1","0.0","00:17:39","00:17:41","75","105"
Cycling,2021-05-07 07:53:07,false,"Toronto Cycling","3.24","175","00:27:18","103","127","--","--","7.1","42.0","128","83","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","27:18.46","1","0.0","00:16:10","00:40:40","75","126"
Running,2021-05-07 07:19:06,false,"Toronto Running","2.28","167","00:12:55","139","156","159","173","5:40","4:04","6","6","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:54.53","1","0.0","00:12:27","00:12:55","75","81"
Running,2021-05-06 07:47:35,false,"Toronto Running","4.10","252","00:20:26","138","157","158","190","4:59","3:39","22","25","1.27","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","20:26.13","1","0.0","00:20:13","00:20:26","75","104"
Running,2021-05-05 18:53:30,false,"Toronto Running","3.46","233","00:17:15","146","164","158","176","4:59","4:13","6","6","1.27","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:14.96","1","0.0","00:16:16","00:17:15","75","81"
Running,2021-05-04 17:51:45,false,"Toronto Running","3.26","227","00:15:49","153","173","166","231","4:52","3:31","3","5","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:49.08","1","0.0","00:15:49","00:15:49","75","80"
Running,2021-05-03 06:53:34,false,"Toronto Running","2.10","152","00:11:18","144","164","166","176","5:23","4:36","4","35","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:18.49","1","0.0","00:11:18","00:11:18","75","112"
Running,2021-05-02 17:10:39,false,"Toronto Running","6.87","497","00:31:14","167","192","170","200","4:33","3:24","4","6","1.29","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:14.01","1","0.0","00:30:05","00:31:14","75","115"
Running,2021-05-01 08:27:17,false,"Toronto Running","2.25","151","00:11:06","146","165","166","242","4:57","3:59","3","5","1.22","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:05.77","1","0.0","00:11:06","00:11:06","75","81"
Running,2021-04-30 07:12:33,false,"Toronto Running","2.58","174","00:11:33","161","179","168","188","4:29","3:43","3","6","1.33","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:33.27","1","0.0","00:11:14","00:11:33","75","81"
Running,2021-04-29 07:47:43,false,"Toronto Running","3.36","234","00:18:31","140","158","155","176","5:30","4:33","4","6","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:30.61","1","0.0","00:17:53","00:18:31","75","81"
Running,2021-04-28 07:41:20,false,"Toronto Running","3.34","250","00:18:45","145","167","159","174","5:37","4:22","3","6","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:45.00","1","0.0","00:18:15","00:18:45","75","81"
Running,2021-04-27 08:00:54,false,"Toronto Running","2.18","155","00:11:32","143","151","160","180","5:18","3:53","--","4","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:31.82","1","0.0","00:11:16","00:11:32","75","81"
Running,2021-04-26 12:00:17,false,"Toronto Running","2.08","150","00:10:24","152","163","167","234","5:00","3:40","3","4","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:24.43","1","0.0","00:10:23","00:10:24","75","98"
Running,2021-04-25 15:53:11,false,"Toronto Running","3.25","248","00:18:37","144","168","162","172","5:44","5:03","--","--","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:37.04","1","0.0","00:18:32","00:19:45","75","75"
Running,2021-04-24 16:58:23,false,"Toronto Running","2.90","241","00:18:22","144","190","157","194","6:20","3:41","40","36","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:22.12","1","0.0","00:18:22","00:18:22","76","102"
Running,2021-04-23 18:13:09,false,"Toronto Running","9.50","713","00:45:18","166","187","170","186","4:46","3:17","13","15","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","45:18.36","1","0.0","00:44:53","00:45:24","75","103"
Running,2021-04-22 11:37:43,false,"Toronto Running","3.51","244","00:19:00","140","152","160","177","5:25","3:56","1","3","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:59.96","1","0.0","00:18:47","00:19:00","75","86"
Running,2021-04-21 19:35:35,false,"Toronto Running","2.19","140","00:10:32","144","158","168","178","4:48","4:25","3","6","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:31.53","1","0.0","00:10:23","00:10:32","75","81"
Running,2021-04-20 16:53:01,false,"Toronto Running","2.72","157","00:13:08","135","152","152","176","4:50","3:51","187","187","1.36","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:08.04","1","0.0","00:12:32","00:17:17","81","183"
Running,2021-04-19 22:52:19,false,"Toronto Running","3.30","216","00:19:10","132","145","158","231","5:49","4:59","76","76","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:09.54","1","0.0","00:19:09","00:19:10","75","119"
Running,2021-04-18 13:58:29,false,"Toronto Running","5.13","348","00:28:39","137","152","156","171","5:35","4:59","7","9","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","28:38.60","1","0.0","00:28:16","00:28:39","72","104"
Running,2021-04-17 08:40:48,false,"Trent Hills Running","2.32","170","00:13:02","140","152","160","173","5:37","5:07","2","3","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:01.75","1","0.0","00:12:58","00:13:02","184","191"
Running,2021-04-16 07:25:21,false,"Toronto Running","2.17","149","00:11:36","139","161","164","176","5:20","4:23","3","5","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:35.64","1","0.0","00:11:36","00:11:36","75","81"
Running,2021-04-15 17:46:14,false,"Toronto Running","2.37","162","00:12:02","143","154","161","173","5:05","4:01","7","5","1.22","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:01.58","1","0.0","00:11:51","00:12:02","75","81"
Running,2021-04-14 19:03:56,false,"Toronto Running","2.55","193","00:16:51","134","151","148","203","6:36","1:49","65","40","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","16:50.88","1","0.0","00:16:15","00:58:12","76","102"
Running,2021-04-13 17:34:29,false,"Toronto Running","7.16","520","00:34:16","158","188","167","192","4:47","3:48","8","11","1.25","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","34:16.30","1","0.0","00:33:05","00:34:16","75","82"
Running,2021-04-12 17:49:49,false,"Toronto Running","2.22","150","00:11:15","142","160","161","174","5:03","4:26","3","5","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:14.64","1","0.0","00:10:58","00:11:15","75","80"
Running,2021-04-11 15:09:09,false,"Toronto Running","4.94","352","00:25:33","148","164","155","178","5:10","4:10","15","19","1.25","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","25:33.13","1","0.0","00:24:02","00:25:33","76","93"
Running,2021-04-10 08:21:33,false,"Toronto Running","2.08","143","00:10:49","140","161","159","173","5:11","4:03","3","6","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:48.97","1","0.0","00:10:22","00:10:49","75","81"
Running,2021-04-09 17:54:37,false,"Toronto - Intervals Riverd","4.41","373","00:28:42","150","180","117","200","6:31","3:22","54","59","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.53","20","0.0","00:20:39","00:28:42","75","83"
Running,2021-04-08 06:54:14,false,"Toronto Running","2.16","155","00:12:01","138","150","162","173","5:33","4:31","111","114","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:01.26","1","0.0","00:12:00","00:12:01","75","136"
Running,2021-04-07 18:51:29,false,"Toronto Running","2.58","154","00:11:11","148","170","161","229","4:20","2:59","3","6","1.43","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:10.50","1","0.0","00:10:24","00:11:37","75","81"
Running,2021-04-06 18:26:46,false,"Toronto Running","10.38","742","01:07:31","135","165","138","186","6:30","3:43","3","4","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:07:30.74","1","0.0","00:58:45","01:07:33","75","79"
Running,2021-04-06 18:09:35,false,"Toronto Running","1.53","96","00:07:00.6","145","157","157","215","4:35","4:08","11","12","1.39","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:00.62","1","0.0","00:07:00.6","00:07:00.6","80","102"
Running,2021-04-05 17:45:16,false,"Toronto Running","3.28","223","00:17:21","140","167","153","173","5:17","4:25","3","6","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:21.39","1","0.0","00:16:38","00:17:54","75","81"
Running,2021-04-04 08:10:59,false,"Toronto Running","3.37","274","00:17:59","161","180","164","173","5:20","4:20","34","61","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:58.54","1","0.0","00:17:50","00:18:07","75","106"
Stopwatch,2021-04-03 21:53:45,false,"Stopwatch","0.00","--","00:34:27","--","--","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","34:26.90","1","0.0","00:00:00","00:34:27","--","--"
Running,2021-04-03 13:32:00,false,"Toronto Running","2.56","188","00:12:47","154","171","155","176","5:00","4:10","3","6","1.29","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:47.44","1","0.0","00:12:02","00:12:47","75","81"
Running,2021-04-02 12:29:36,false,"Toronto Running","2.13","47","00:07:15.7","109","140","158","237","3:24","1:46","--","--","1.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.71","11","0.0","00:06:08.7","00:25:59","75","75"
Running,2021-04-01 17:12:53,false,"Toronto Running","2.26","159","00:12:17","140","160","154","178","5:25","4:20","7","6","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:16.73","1","0.0","00:11:42","00:23:57","82","89"
Running,2021-03-31 17:24:02,false,"Toronto Running","7.66","545","00:37:06","156","176","168","188","4:51","3:45","38","42","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","37:06.22","1","0.0","00:36:09","00:37:06","75","108"
Running,2021-03-30 16:30:12,false,"Milton Running","2.28","159","00:12:03","140","152","161","171","5:16","4:25","6","6","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:02.76","1","0.0","00:12:01","00:12:03","191","197"
Running,2021-03-29 18:34:07,false,"Milton Running","2.28","144","00:09:48.8","155","181","168","188","4:19","3:20","6","6","1.38","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","09:48.76","1","0.0","00:09:33","00:09:48.8","191","197"
Running,2021-03-29 18:05:14,false,"Milton Running","1.44","120","00:20:59","98","133","82","217","14:33","4:19","4","4","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","20:58.52","1","0.0","00:15:54","00:20:59","191","196"
Running,2021-03-28 13:20:55,false,"Toronto Running","2.23","138","00:10:25","143","162","170","184","4:40","3:39","3","22","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:24.75","1","0.0","00:10:25","00:10:25","75","97"
Running,2021-03-27 22:00:21,false,"Toronto Running","2.08","149","00:10:06","157","172","168","222","4:51","3:38","169","286","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:05.83","1","0.0","00:09:56","00:10:06","75","195"
Running,2021-03-26 15:10:11,false,"Milton Running","2.51","176","00:12:41","148","166","168","176","5:03","4:33","6","--","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:40.77","1","0.0","00:12:36","00:12:41","191","197"
Running,2021-03-25 17:05:14,false,"Milton Running","2.42","150","00:10:49","148","164","169","188","4:28","3:50","1","--","1.32","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:49.48","1","0.0","00:10:39","00:11:06","194","196"
Running,2021-03-24 18:41:44,false,"Toronto Running","3.82","283","00:20:36","149","180","157","188","5:24","3:24","35","31","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","20:36.06","1","0.0","00:20:12","00:22:37","79","110"
Running,2021-03-24 17:27:18,false,"Toronto Running","5.19","430","00:31:03","152","179","155","229","5:59","4:33","3","9","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:02.52","1","0.0","00:29:35","00:47:50","75","102"
Running,2021-03-23 17:48:36,false,"Toronto Running","2.08","150","00:19:48","108","139","116","194","9:33","4:58","2","6","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:48.12","1","0.0","00:14:52","00:19:48","75","81"
Running,2021-03-22 18:36:53,false,"Toronto Running","3.40","139","00:12:56","137","168","170","217","3:48","2:38","1","30","1.54","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.77","11","0.0","00:12:28","00:26:47","75","104"
Running,2021-03-21 19:15:04,false,"Toronto Running","2.28","147","00:12:19","137","163","165","194","5:24","3:22","4","6","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:38.21","2","0.0","00:12:18","00:12:19","75","81"
Running,2021-03-20 11:24:05,false,"Toronto Running","2.45","181","00:14:51","139","156","145","174","6:04","4:40","3","6","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","14:51.32","1","0.0","00:12:56","00:14:51","75","81"
Running,2021-03-19 18:44:05,false,"Toronto Running","2.10","147","00:10:47","146","156","161","176","5:09","4:15","6","6","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:46.65","1","0.0","00:10:11","00:10:48","75","81"
Running,2021-03-18 18:12:03,false,"Toronto Running","12.39","931","01:11:14","147","182","157","234","5:45","3:31","290","284","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:11:13.69","1","0.0","01:08:41","01:30:43","75","156"
Running,2021-03-17 17:04:45,false,"Toronto Running","5.05","329","00:21:52","160","178","176","193","4:20","3:45","2","5","1.31","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","21:52.43","1","0.0","00:21:39","00:23:52","76","81"
Running,2021-03-16 16:38:00,false,"Toronto Running","2.88","213","00:15:37","144","156","163","174","5:26","4:23","5","6","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:37.09","1","0.0","00:15:23","00:16:00","75","83"
Running,2021-03-15 17:35:51,false,"Toronto Running","7.85","706","00:46:37","160","188","163","188","5:57","2:50","12","13","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","46:37.07","1","0.0","00:45:54","00:46:37","75","92"
Running,2021-03-14 11:54:32,false,"Running","2.72","203","00:13:39","155","176","160","171","5:02","3:54","--","--","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:39.31","1","0.0","00:13:20","00:13:39","--","--"
Running,2021-03-13 08:56:00,false,"Toronto Running","2.19","143","00:10:29","144","157","152","194","4:47","3:40","3","6","1.37","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:29.25","1","0.0","00:09:38","00:10:29","75","81"
Running,2021-03-12 15:26:31,false,"Toronto Running","3.01","190","00:12:21","162","179","183","198","4:06","3:43","--","--","1.33","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:21.03","1","0.0","00:12:20","00:12:21","75","75"
Running,2021-03-11 18:51:54,false,"Toronto Running","1.64","111","00:10:25","128","147","148","174","6:22","5:18","47","58","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:24.84","1","0.0","00:09:33","00:10:25","80","131"
Running,2021-03-11 18:20:12,false,"Toronto Running","3.46","297","00:25:32","135","150","133","173","7:23","4:10","188","182","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","25:32.35","1","0.0","00:22:52","00:25:32","81","254"
Running,2021-03-10 16:37:25,false,"Toronto Running","2.44","172","00:12:12","147","161","158","176","5:00","3:36","3","6","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:12.43","1","0.0","00:11:57","00:12:12","75","81"
Running,2021-03-09 16:57:09,false,"Toronto Running","2.52","141","00:10:40","141","161","175","188","4:14","3:59","3","6","1.34","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:40.31","1","0.0","00:10:40","00:10:40","75","81"
Running,2021-03-08 17:14:57,false,"Toronto Running","2.98","210","00:15:44","146","171","140","188","5:17","2:13","3","6","1.35","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:44.40","1","0.0","00:13:32","00:15:44","75","81"
Running,2021-03-07 15:37:16,false,"Toronto Running","2.61","183","00:14:45","138","151","153","217","5:40","4:33","4","6","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","14:44.69","1","0.0","00:13:44","00:14:45","75","81"
Running,2021-03-06 16:30:23,false,"Toronto Running","2.24","160","00:11:57","143","153","158","171","5:20","4:47","4","6","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:57.02","1","0.0","00:11:43","00:11:57","75","82"
Running,2021-03-05 17:06:44,false,"Toronto Running","5.48","403","00:27:10","158","182","161","205","4:58","3:27","4","7","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","27:09.84","1","0.0","00:26:31","00:27:10","76","81"
Running,2021-03-04 13:53:10,false,"Toronto Running","2.40","154","00:10:55","154","181","162","188","4:33","3:53","4","6","1.36","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:55.05","1","0.0","00:10:35","00:10:55","75","81"
Running,2021-03-03 16:41:03,false,"Toronto Running","3.45","245","00:19:04","143","170","142","224","5:32","3:43","5","7","1.27","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:04.32","1","0.0","00:17:28","00:19:04","75","82"
Running,2021-03-02 16:55:10,false,"Toronto Running","3.26","259","00:17:29","160","176","147","192","5:22","4:08","4","6","1.27","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:29.15","1","0.0","00:15:34","00:17:29","75","81"
Running,2021-03-01 20:39:14,false,"Toronto Running","2.05","159","00:11:02","154","172","158","171","5:24","4:38","3","5","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:02.36","1","0.0","00:10:59","00:11:02","75","80"
Running,2021-02-28 19:05:25,false,"Toronto Running","2.13","139","00:11:05","139","155","161","178","5:12","4:29","331","333","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:04.84","1","0.0","00:11:04","00:11:05","75","408"
Running,2021-02-27 17:35:12,false,"Toronto Running","1.93","133","00:11:01","136","150","150","169","5:43","4:55","2","6","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:01.14","1","0.0","00:10:17","00:11:01","75","82"
Walking,2021-02-27 11:00:53,false,"King Walking","1.77","466","01:56:39","86","113","24","169","--","8:05","28","29","0.65","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","42:49.85","2","0.0","00:23:25","01:56:39","286","306"
Running,2021-02-26 16:55:45,false,"Toronto Running","2.24","132","00:12:02","129","142","154","180","5:22","4:29","3","5","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:01.53","1","0.0","00:11:27","00:12:02","75","82"
Running,2021-02-25 17:35:09,false,"Toronto Running","8.07","570","00:54:02","136","156","145","204","6:42","4:33","36","36","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","54:01.74","1","0.0","00:49:03","01:17:39","75","103"
Running,2021-02-24 16:56:53,false,"Toronto Running","3.30","221","00:17:49","138","156","154","223","5:24","3:09","3","6","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:48.85","1","0.0","00:16:34","00:17:49","75","81"
Running,2021-02-23 17:09:15,false,"Toronto Running","3.33","237","00:17:59","143","163","157","174","5:24","4:40","3","6","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:59.49","1","0.0","00:17:15","00:17:59","75","81"
Running,2021-02-22 17:09:56,false,"Toronto Running","2.85","211","00:15:03","150","166","154","169","5:17","4:38","7","6","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:03.44","1","0.0","00:14:29","00:15:03","75","82"
Running,2021-02-21 18:22:12,false,"Toronto Running","2.95","195","00:15:11","141","161","152","169","5:09","4:24","8","7","1.28","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:10.59","1","0.0","00:14:34","00:15:11","75","84"
Running,2021-02-20 17:33:12,false,"Toronto Running","3.71","252","00:21:24","136","153","147","229","5:46","4:27","141","141","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","21:23.89","1","0.0","00:19:52","00:21:24","75","151"
Running,2021-02-19 17:00:39,false,"Toronto Running","2.56","187","00:13:58","145","160","150","173","5:28","4:13","3","6","1.22","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:57.64","1","0.0","00:13:09","00:13:58","75","81"
Running,2021-02-18 17:58:48,false,"Toronto Running","2.26","163","00:12:37","142","159","158","169","5:35","5:06","3","6","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:36.89","1","0.0","00:12:25","00:12:37","75","81"
Running,2021-02-17 17:09:39,false,"Toronto Running","7.98","540","00:39:16","151","175","166","231","4:55","4:12","15","17","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","39:15.71","1","0.0","00:37:43","00:39:16","75","90"
Running,2021-02-16 17:31:08,false,"Toronto Running","2.24","183","00:12:26","159","178","160","167","5:32","4:39","6","6","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:25.70","1","0.0","00:12:26","00:12:26","75","81"
Running,2021-02-15 17:28:58,false,"Toronto Running","2.27","174","00:12:43","146","162","161","226","5:36","4:18","4","6","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:43.15","1","0.0","00:12:37","00:12:43","75","81"
Running,2021-02-15 13:45:28,false,"Toronto Running","1.19","88","00:07:55.6","129","149","133","163","6:38","4:53","30","25","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:55.64","1","0.0","00:07:13","00:07:55.6","106","136"
Running,2021-02-14 14:47:57,false,"Toronto Running","2.72","186","00:13:50","144","163","163","239","5:05","4:03","3","6","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:49.80","1","0.0","00:13:37","00:13:50","75","81"
Running,2021-02-13 16:35:02,false,"Toronto Running","2.36","169","00:12:57","142","154","154","171","5:29","4:41","3","6","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:57.23","1","0.0","00:12:16","00:12:57","75","81"
Running,2021-02-12 17:17:05,false,"Toronto Running","2.72","209","00:14:50","149","162","161","174","5:27","3:57","3","6","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","14:50.07","1","0.0","00:14:39","00:14:57","75","81"
Running,2021-02-11 16:58:10,false,"Toronto Running","11.33","957","01:08:43","156","173","161","176","6:04","4:27","462","464","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:08:42.88","1","0.0","01:08:00","01:19:48","75","237"
Running,2021-02-10 16:48:17,false,"Toronto Running","2.22","151","00:10:33","152","166","170","222","4:45","4:23","5","6","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:33.01","1","0.0","00:10:33","00:10:33","75","82"
Running,2021-02-09 17:02:56,false,"Toronto Running","5.64","361","00:27:16","144","162","168","226","4:50","4:08","4","8","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","27:15.57","1","0.0","00:26:50","00:27:21","66","81"
Running,2021-02-08 16:54:10,false,"Toronto Running","2.78","183","00:13:51","142","157","166","174","4:59","4:30","3","6","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:51.00","1","0.0","00:13:51","00:13:51","75","81"
Running,2021-02-07 15:28:05,false,"Toronto Running","2.70","195","00:14:10","147","158","163","178","5:15","4:24","33","34","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","14:09.94","1","0.0","00:13:45","00:14:29","75","109"
Running,2021-02-06 16:32:23,false,"Toronto Running","7.84","574","00:40:09","154","168","169","234","5:07","4:26","9","13","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","40:09.18","1","0.0","00:38:39","00:40:09","75","91"
